"Docente","Componente Curricular","Turma","Horário","Discentes","Média Geral","Desvio Padrão Geral"
"AMANDA MELISSA DAMIAO LEITE","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01C","35M34 (30/07/2018 - 09/09/2018), 356M34 (10/09/2018 - 27/10/2018), 35M34 (28/10/2018 - 01/12/2018)","17","9.07","1.84"
"AMANDA MELISSA DAMIAO LEITE","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01D","35M34 (30/07/2018 - 09/09/2018), 35M34 6M56 (10/09/2018 - 27/10/2018), 35M34 (28/10/2018 - 01/12/2018)","23","9.25","2.13"
"ANDRE BESSA MOREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","05A","7M456 (13/08/2018 - 10/11/2018)","26","9.61","1.57"
"ANDRE BESSA MOREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","06A","7T123 (13/08/2018 - 10/11/2018)","25","9.59","2.15"
"ANDRE BESSA MOREIRA","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","1","46T34 (30/07/2018 - 22/12/2018)","39","9.68","1.51"
"ANTÔNIO PAULINO DE ARAÚJO NETO","ECT2413 - MECÂNICA DOS FLUIDOS","1","35M56 (30/07/2018 - 15/12/2018)","63","9.79","1.26"
"ANTÔNIO PAULINO DE ARAÚJO NETO","ECT2413 - MECÂNICA DOS FLUIDOS","2","35M12 (30/07/2018 - 15/12/2018)","50","9.52","1.83"
"ANTÔNIO PAULINO DE ARAÚJO NETO","ECT2413 - MECÂNICA DOS FLUIDOS","3","46N34 (30/07/2018 - 22/12/2018)","53","9.7","1.33"
"ANTÔNIO PAULINO DE ARAÚJO NETO","ECT2412 - MECÂNICA DOS SÓLIDOS","4","35N34 (30/07/2018 - 15/12/2018)","40","9.71","1.4"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02C","24M56 3T56 (30/07/2018 - 01/12/2018)","19","9.9","1.2"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02D","24M56 3T56 (30/07/2018 - 01/12/2018)","18","9.6","1.8"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03A","24M56 4T34 (30/07/2018 - 01/12/2018)","29","9.76","1.44"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03B","24M56 4T34 (30/07/2018 - 01/12/2018)","27","9.49","1.77"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03C","24M56 4T56 (30/07/2018 - 01/12/2018)","28","9.57","2.23"
"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03D","24M56 4T56 (30/07/2018 - 01/12/2018)","20","9.46","1.77"
"BRUNO MARQUES FERREIRA DA SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05A","6T34 35N12 (30/07/2018 - 22/12/2018)","29","9.5","1.83"
"BRUNO MARQUES FERREIRA DA SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05B","6T56 35N12 (30/07/2018 - 22/12/2018)","28","9.62","1.92"
"BRUNO MARQUES FERREIRA DA SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05C","7T12 35N12 (30/07/2018 - 22/12/2018)","27","9.59","1.95"
"BRUNO MARQUES FERREIRA DA SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05D","7T34 35N12 (30/07/2018 - 22/12/2018)","23","9.56","1.9"
"BRUNO MARQUES FERREIRA DA SILVA","ECT2540 - PROGRAMAÇÃO ORIENTADA A OBJETOS","01A","24T34 (30/07/2018 - 22/12/2018)","22","9.27","2.24"
"CARLOS ALEXANDRE CAMARGO DE ABREU","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","3","24M34 (30/07/2018 - 15/12/2018)","96","8.55","2.71"
"CARLOS ALEXANDRE CAMARGO DE ABREU","ECT1503 - MATEMÁTICA FINANCEIRA","1","24M56 (30/07/2018 - 15/12/2018)","42","9.23","1.95"
"CARLOS EDUARDO PELLICER DE OLIVEIRA","ECT2103 - CÁLCULO I","4","2356N12 (08/10/2018 - 15/12/2018)","57","8.88","2.54"
"CARLOS EDUARDO PELLICER DE OLIVEIRA","ECT2415 - EQUAÇÕES DIFERENCIAIS","3","24T56 (30/07/2018 - 15/12/2018)","24","9.74","1.48"
"DANIEL NELSON MACIEL","ECT2412 - MECÂNICA DOS SÓLIDOS","1","24M34 (30/07/2018 - 15/12/2018)","29","9.56","2.23"
"DANIEL NELSON MACIEL","ECT2412 - MECÂNICA DOS SÓLIDOS","3","24T56 (30/07/2018 - 15/12/2018)","104","9.07","2.07"
"DARLAN ARAUJO MOREIRA","ECT2301 - CÁLCULO III","4","35N12 (30/07/2018 - 15/12/2018)","51","9.72","1.52"
"DARLAN ARAUJO MOREIRA","ECT2301 - CÁLCULO III","5","35N34 (30/07/2018 - 15/12/2018)","62","9.74","1.81"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","01A","35T56 (30/07/2018 - 03/11/2018), 24M12 (04/11/2018 - 22/12/2018)","22","9.93","1.17"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","01B","35T56 (30/07/2018 - 03/11/2018), 24M34 (04/11/2018 - 22/12/2018)","32","9.75","1.79"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","02A","35T12 (30/07/2018 - 03/11/2018), 35M34 (04/11/2018 - 22/12/2018)","30","9.79","1.61"
"DEBORA MACHADO DE OLIVEIRA MEDINA","ECT2416 - EXPRESSÃO GRÁFICA","02B","35T12 (30/07/2018 - 03/11/2018), 35M56 (04/11/2018 - 22/12/2018)","39","9.61","1.53"
"DEUSDEDIT MONTEIRO MEDEIROS","ECT2202 - ÁLGEBRA LINEAR","2","35M56 (30/07/2018 - 15/12/2018)","14","9.53","2.02"
"DEUSDEDIT MONTEIRO MEDEIROS","ECT2202 - ÁLGEBRA LINEAR","6","35M34 (30/07/2018 - 22/12/2018)","7","8.82","2.6"
"DIEGO RODRIGO CABRAL SILVA","ECT2527 - BANCOS DE DADOS PARA WEB","1","46T34 (30/07/2018 - 22/12/2018)","18","9.13","1.61"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01A","2M34 46T12 (30/07/2018 - 15/12/2018)","11","9.3","2.01"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01B","2M56 46T12 (30/07/2018 - 15/12/2018)","22","9.01","2.16"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01C","3M34 46T12 (30/07/2018 - 15/12/2018)","7","8.75","2.41"
"DIEGO RODRIGO CABRAL SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01D","3M56 46T12 (30/07/2018 - 15/12/2018)","19","9.05","2.49"
"DOUGLAS DO NASCIMENTO SILVA","QUI0658 - INTRODUÇÃO ÀS OPERAÇÕES UNITÁRIAS PARA A INDÚSTRIA QUÍMICA","1","246N12","33","9.48","1.61"
"DOUGLAS DO NASCIMENTO SILVA","ECT2413 - MECÂNICA DOS FLUIDOS","1","35M56 (30/07/2018 - 15/12/2018)","63","9.7","1.38"
"DOUGLAS DO NASCIMENTO SILVA","ECT2413 - MECÂNICA DOS FLUIDOS","2","35M12 (30/07/2018 - 15/12/2018)","50","9.65","2.02"
"DOUGLAS DO NASCIMENTO SILVA","ECT2413 - MECÂNICA DOS FLUIDOS","3","46N34 (30/07/2018 - 22/12/2018)","53","9.63","1.52"
"EDNA MARIA RANGEL DE SA","ECT1530 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS","1","24T56 (30/07/2018 - 22/12/2018)","24","9.97","0.85"
"EDNA MARIA RANGEL DE SA","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","1","4T34 (30/07/2018 - 15/12/2018)","99","9.62","1.8"
"EDNA MARIA RANGEL DE SA","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","3","4T12 (30/07/2018 - 15/12/2018)","117","9.65","2.01"
"EFRAIN PANTALEON MATAMOROS","ECT1553 - EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES","1","5N1234 (30/07/2018 - 15/12/2018)","46","9.7","1.66"
"EFRAIN PANTALEON MATAMOROS","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","4","24N34 (30/07/2018 - 15/12/2018)","46","9.38","1.85"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02A","4M34 46T12 (30/07/2018 - 22/12/2018)","19","9.39","2.23"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02B","4M56 46T12 (30/07/2018 - 22/12/2018)","33","9.11","2.62"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02C","5M34 46T12 (30/07/2018 - 22/12/2018)","10","9.73","1.51"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02D","5M56 46T12 (30/07/2018 - 22/12/2018)","19","8.74","2.53"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03B","3M56 24T34 (30/07/2018 - 22/12/2018)","13","8.95","2.13"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03C","4M34 24T34 (30/07/2018 - 22/12/2018)","5","9.49","1.83"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03D","4M56 24T34 (30/07/2018 - 22/12/2018)","14","9.57","1.81"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","04D","7M56 35N34 (30/07/2018 - 22/12/2018)","14","9.26","1.85"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05A","6T34 35N12 (30/07/2018 - 22/12/2018)","29","9.55","1.64"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05B","6T56 35N12 (30/07/2018 - 22/12/2018)","28","9.37","2.06"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05C","7T12 35N12 (30/07/2018 - 22/12/2018)","27","9.31","1.98"
"EINSTEIN GOMES DOS SANTOS","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05D","7T34 35N12 (30/07/2018 - 22/12/2018)","23","9.67","1.68"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","04A","7M12 25N34 (30/07/2018 - 22/12/2018)","10","7.88","2.94"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","04B","7M12 25N34 (30/07/2018 - 22/12/2018)","19","7.71","2.52"
"ELISAMA VIEIRA DOS SANTOS","ECT2104 - QUÍMICA GERAL","04C","7M34 25N34 (30/07/2018 - 22/12/2018)","19","7.23","2.94"
"ELTON JOSE FIGUEIREDO DE CARVALHO","ECT2103 - CÁLCULO I","1","2356T12 (08/10/2018 - 15/12/2018)","100","9.18","2.21"
"ELTON JOSE FIGUEIREDO DE CARVALHO","ECT2103 - CÁLCULO I","7","2356T34 (08/10/2018 - 15/12/2018)","109","9.44","2.03"
"EMANUELE ORAZI","ECT2101 - PRÉ-CÁLCULO","3","2356T34 (30/07/2018 - 05/10/2018)","86","6.98","3.72"
"EMANUELE ORAZI","ECT2101 - PRÉ-CÁLCULO","5","2356N12 (30/07/2018 - 05/10/2018)","82","8.38","2.9"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03B","3M56 24T34 (30/07/2018 - 22/12/2018)","13","7.99","2.46"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03C","4M34 24T34 (30/07/2018 - 22/12/2018)","5","8.48","2.42"
"EVERTON SANTI","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03D","4M56 24T34 (30/07/2018 - 22/12/2018)","14","9.21","1.88"
"FABIANA TRISTAO DE SANTANA","ECT2103 - CÁLCULO I","8","46T56 (30/07/2018 - 22/12/2018)","104","9.68","1.7"
"FABIANA TRISTAO DE SANTANA","ECT2202 - ÁLGEBRA LINEAR","4","46N34 (30/07/2018 - 22/12/2018)","103","9.82","1.72"
"FABIO JOSE PINHEIRO SOUSA","ECT2416 - EXPRESSÃO GRÁFICA","04A","4N1234 (30/07/2018 - 03/11/2018), 4N1234 (04/11/2018 - 22/12/2018)","36","9.87","1.71"
"FABIO JOSE PINHEIRO SOUSA","ECT2416 - EXPRESSÃO GRÁFICA","04B","4N1234 (30/07/2018 - 03/11/2018), 46T56 (04/11/2018 - 22/12/2018)","9","9.9","0.97"
"FABIO SPEROTTO BEMFICA","ECT2101 - PRÉ-CÁLCULO","4","2356N12 (30/07/2018 - 05/10/2018)","67","8.77","2.33"
"FABIO SPEROTTO BEMFICA","ECT2101 - PRÉ-CÁLCULO","6","2356N34 (30/07/2018 - 05/10/2018)","93","8.85","2.68"
"FELIPE MACEDO ZUMBA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","1","46M56 (30/07/2018 - 22/12/2018)","77","9.53","1.89"
"FELIPE MACEDO ZUMBA","ECT2206 - GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO","5","46N12 (30/07/2018 - 22/12/2018)","93","9.52","1.83"
"FELIPE MACEDO ZUMBA","ECT1564 - GESTÃO ESTRATÉGICA","1","46T34 (30/07/2018 - 22/12/2018)","44","9.19","1.47"
"FELIPE MACEDO ZUMBA","ECT1552 - INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS","1","46T56 (30/07/2018 - 22/12/2018)","41","9.3","1.79"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","03A","5M12 25T12 (30/07/2018 - 22/12/2018)","25","9.84","1.47"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","03B","5M34 25T12 (30/07/2018 - 22/12/2018)","22","9.76","1.92"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","03C","6M12 25T12 (30/07/2018 - 22/12/2018)","22","9.77","1.45"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","03D","6M34 25T12 (30/07/2018 - 22/12/2018)","23","9.81","1.62"
"FILIPE MARTEL DE MAGALHAES BORGES","ECT2104 - QUÍMICA GERAL","03E","6M56 25T12 (30/07/2018 - 22/12/2018)","19","9.57","1.85"
"FLAVIO BEZERRA COSTA","ECT2414 - ELETRICIDADE APLICADA","02A","2T34 35T56 (30/07/2018 - 16/09/2018), 35T56 (17/09/2018 - 01/12/2018)","17","8.03","2.96"
"FLAVIO BEZERRA COSTA","ECT2414 - ELETRICIDADE APLICADA","02C","35T56 2N12 (30/07/2018 - 16/09/2018), 35T56 (17/09/2018 - 01/12/2018)","6","8.1","2.34"
"FRANCISCO EDSON DA SILVA","ECT2101 - PRÉ-CÁLCULO","1","2356T12 (30/07/2018 - 05/10/2018)","105","9.56","1.87"
"FRANCISCO EDSON DA SILVA","ECT2101 - PRÉ-CÁLCULO","7","2356T34 (30/07/2018 - 05/10/2018)","85","9.63","1.79"
"FRANCISCO JOSE TARGINO VIDAL","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01A","2M34 46T12 (30/07/2018 - 15/12/2018)","11","9.32","1.75"
"FRANCISCO JOSE TARGINO VIDAL","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01B","2M56 46T12 (30/07/2018 - 15/12/2018)","22","9.25","2.08"
"FRANCISCO JOSE TARGINO VIDAL","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01C","3M34 46T12 (30/07/2018 - 15/12/2018)","7","8.45","2.44"
"FRANCISCO JOSE TARGINO VIDAL","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01D","3M56 46T12 (30/07/2018 - 15/12/2018)","19","9.32","2.09"
"GLAUCIO BEZERRA BRANDAO","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","3","4T56 (30/07/2018 - 15/12/2018)","92","8.9","2.43"
"GLAUCIO BEZERRA BRANDAO","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","4","2N12 (30/07/2018 - 15/12/2018)","73","9.05","2.34"
"GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","2","2M34 (30/07/2018 - 15/12/2018)","116","9.44","2.1"
"GLICIA MARILI AZEVEDO DE MEDEIROS TINOCO","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","6","2N12 (30/07/2018 - 15/12/2018)","68","9.62","1.99"
"GRACILENE FELIX MEDEIROS","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","2","4T34 (30/07/2018 - 15/12/2018)","121","9.47","1.95"
"GRACILENE FELIX MEDEIROS","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","5","4N34 (30/07/2018 - 15/12/2018)","70","9.52","2.06"
"GRACILENE FELIX MEDEIROS","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","1","2T12 (30/07/2018 - 15/12/2018)","119","9.43","2.08"
"GRACILENE FELIX MEDEIROS","ECT2205 - PRÁTICAS DE LEITURA E ESCRITA II","4","2N34 (30/07/2018 - 15/12/2018)","73","9.68","1.85"
"GUSTAVO ZAMPIER DOS SANTOS LIMA","ECT2101 - PRÉ-CÁLCULO","2","2356T12 (30/07/2018 - 05/10/2018)","131","9.68","1.67"
"HECTOR LENY CARRION SALAZAR","ECT2202 - ÁLGEBRA LINEAR","1","35M56 (30/07/2018 - 15/12/2018)","48","9.27","1.95"
"HECTOR LENY CARRION SALAZAR","ECT2202 - ÁLGEBRA LINEAR","5","46N12 (30/07/2018 - 22/12/2018)","31","9.43","1.77"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03B","3M56 24T34 (30/07/2018 - 22/12/2018)","13","8.71","2.44"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03C","4M34 24T34 (30/07/2018 - 22/12/2018)","5","8.78","2.72"
"HELTON MAIA PEIXOTO","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","03D","4M56 24T34 (30/07/2018 - 22/12/2018)","14","9.7","1.83"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","1","3T12 (30/07/2018 - 15/12/2018)","104","9.37","1.99"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","2","5T12 (30/07/2018 - 15/12/2018)","91","9.29","1.93"
"HERCULANA TORRES DOS SANTOS","ECT2302 - METODOLOGIA CIENTÍFICA E TECNOLÓGICA","5","2N12 (30/07/2018 - 15/12/2018)","60","9.32","1.81"
"HERCULANA TORRES DOS SANTOS","ECT2601 - PRÁTICAS DE STARTUP TECNOLÓGICA 1","01A","35T34 (30/07/2018 - 15/12/2018)","28","9.9","1.19"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01A","24M12 2T34 (30/07/2018 - 01/12/2018)","21","7.89","2.4"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01B","24M12 2T34 (30/07/2018 - 01/12/2018)","8","8.97","2.28"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01C","24M12 2T56 (30/07/2018 - 01/12/2018)","10","7.3","3.35"
"IDALMIS MILIAN SARDINA MARTINS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01D","24M12 2T56 (30/07/2018 - 01/12/2018)","15","8.49","2.28"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02A","4M34 46T12 (30/07/2018 - 22/12/2018)","19","9.25","2.15"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02B","4M56 46T12 (30/07/2018 - 22/12/2018)","33","9.1","2.75"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02C","5M34 46T12 (30/07/2018 - 22/12/2018)","10","9.39","1.95"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","02D","5M56 46T12 (30/07/2018 - 22/12/2018)","19","9.37","2.16"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02C","24M56 3T56 (30/07/2018 - 01/12/2018)","19","9.66","1.53"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02D","24M56 3T56 (30/07/2018 - 01/12/2018)","18","9.64","1.68"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03A","24M56 4T34 (30/07/2018 - 01/12/2018)","29","9.71","1.62"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03B","24M56 4T34 (30/07/2018 - 01/12/2018)","27","9.41","1.61"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03C","24M56 4T56 (30/07/2018 - 01/12/2018)","28","9.72","1.77"
"IGOR ROSBERG DE MEDEIROS SILVA","ECT2203 - LÓGICA DE PROGRAMAÇÃO","03D","24M56 4T56 (30/07/2018 - 01/12/2018)","20","9.45","1.81"
"JACOPO VITI","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","4","36N34 (30/07/2018 - 15/12/2018)","91","9.02","2.36"
"JACOPO VITI","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","6","36N12 (30/07/2018 - 15/12/2018)","114","9.03","2.42"
"JAZIELLI CARVALHO SA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","1","46T56 (30/07/2018 - 22/12/2018)","82","9.67","1.75"
"JAZIELLI CARVALHO SA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","2","35T34 (30/07/2018 - 15/12/2018)","105","9.68","1.72"
"JEFFERSON SOARES DA COSTA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","3","36T12 (30/07/2018 - 15/12/2018)","108","8.41","2.57"
"JOAO RODRIGO SOUZA LEAO","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","2","46M34 (30/07/2018 - 22/12/2018)","88","8.07","2.84"
"JOAO RODRIGO SOUZA LEAO","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","1","35M34 (30/07/2018 - 15/12/2018)","28","8.87","2.2"
"JOAO VITAL DA CUNHA JUNIOR","ECT2201 - CÁLCULO II","4","35N12 (30/07/2018 - 15/12/2018)","86","8.23","2.6"
"JOAO VITAL DA CUNHA JUNIOR","ECT2201 - CÁLCULO II","5","35N34 (30/07/2018 - 15/12/2018)","73","8.18","2.38"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","03A","2T34 35N34 (30/07/2018 - 01/12/2018)","8","9.84","1.23"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","03C","4T56 35N34 (30/07/2018 - 01/12/2018)","6","8.97","1.46"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","03D","7M56 35N34 (30/07/2018 - 01/12/2018)","14","9.82","1.54"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04A","2T34 35N12 (30/07/2018 - 01/12/2018)","16","8.88","2.29"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","2T56 35N12 (30/07/2018 - 01/12/2018)","20","9.75","1.87"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","4T56 35N12 (30/07/2018 - 01/12/2018)","18","9.72","1.64"
"JOILSON BATISTA DE ALMEIDA REGO","ECT2401 - COMPUTAÇÃO NUMÉRICA","04D","7M56 35N12 (30/07/2018 - 01/12/2018)","23","9.84","1.4"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02A","35T34 (30/07/2018 - 09/09/2018), 3T1234 5T34 (10/09/2018 - 27/10/2018), 35T34 (28/10/2018 - 01/12/2018)","24","9.93","1.26"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02B","35T34 (30/07/2018 - 09/09/2018), 3T34 5T1234 (10/09/2018 - 27/10/2018), 35T34 (28/10/2018 - 01/12/2018)","24","9.59","1.47"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02C","35T34 (30/07/2018 - 09/09/2018), 3T34 5T1234 (10/09/2018 - 27/10/2018), 35T34 (28/10/2018 - 01/12/2018)","22","9.75","1.18"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02D","35T34 (30/07/2018 - 09/09/2018), 356T34 (10/09/2018 - 27/10/2018), 35T34 (28/10/2018 - 01/12/2018)","24","9.61","1.85"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03A","35N12 (30/07/2018 - 09/09/2018), 3T56 35N12 (10/09/2018 - 27/10/2018), 35N12 (28/10/2018 - 01/12/2018)","22","9.67","1.24"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03B","35N12 (30/07/2018 - 09/09/2018), 5T56 35N12 (10/09/2018 - 27/10/2018), 35N12 (28/10/2018 - 01/12/2018)","21","9.86","1.47"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03C","35N12 (30/07/2018 - 09/09/2018), 7M34 35N12 (10/09/2018 - 27/10/2018), 35N12 (28/10/2018 - 01/12/2018)","20","9.74","1.78"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03D","35N12 (30/07/2018 - 09/09/2018), 7M56 35N12 (10/09/2018 - 27/10/2018), 35N12 (28/10/2018 - 01/12/2018)","13","9.77","2.18"
"JOSE HENRIQUE FERNANDEZ","ECT2307 - FÍSICA EXPERIMENTAL I","02A","2M456 (13/08/2018 - 10/11/2018)","28","9.61","2.09"
